run,mach,shock_angle_measured,shock_angle_theory,deflection_angle,p_ratio_measured,p_ratio_theory,shock_angle_error,p_ratio_error
Cone_Horizontal_225_0,2.360458306279931,26.900004517480937,33.020488874401266,9.4801,1.423021654786217,1.7636790235994335,6.120484356920329,19.31515679752092
Cone_Horizontal_275_0,2.772313293783006,21.654651544992262,28.737809499479894,9.5203,1.3910154914802746,1.9061664398557254,7.083157954487632,27.02549670397312
Cone_Horizontal_3_0,2.956587443796562,21.065465552208305,27.220366364581643,9.4705,1.4837263480562908,1.967101575730084,6.154900812373338,24.57296733618801
Wedge_Horizontal_225_0,2.334491446536754,34.30527859902489,33.89069419749714,10.0307,1.8414020896211098,1.8102707826571502,0.41458440152774756,1.7197044366072394
Wedge_Horizontal_275_0,2.7593130794901692,28.268663140960268,29.27261949629448,9.9809,2.028125075016203,1.957093412928446,1.0039563553342141,3.6294466895921307
Wedge_Horizontal_3_0,2.958264906072621,26.30540440683825,27.69645086692742,10.0102,1.6523857626077918,2.0389459185048295,1.3910464600891714,18.95882339932314
