run,shock_angle,deflection_angle
cone_horizontal_225,26.900004517480937, 9.4801
cone_horizontal_275,21.654651544992266, 9.5203
cone_horizontal_3,21.065465552208305, 9.4705
wedge_horizontal_225,34.30527859902489, 10.0307
wedge_horizontal_275,28.268663140960268, 9.9809
wedge_horizontal_3,26.30540440683825, 10.0102
