0.000000	262.654964	0.000977	0.000488	4.997559
0.004000	261.914724	0.000977	0.000488	4.997559
0.008000	262.408536	0.000977	0.000244	4.997559
0.012000	262.408536	0.000977	0.000488	4.997559
0.016000	261.914724	0.000977	0.000488	4.997559
0.020000	261.914724	0.000977	0.000488	4.997559
0.024000	261.668128	0.000977	0.000244	4.997559
0.028000	262.162101	0.000977	0.000488	4.997559
0.032000	261.668128	0.000977	0.000488	4.997559
0.036000	262.162101	0.000977	0.000488	4.997559
0.040000	261.668128	0.000732	0.000244	4.997559
0.044000	261.915664	0.000977	0.000244	4.997559
0.048000	262.409474	0.000977	0.000488	4.997559
0.052000	261.915664	0.000977	0.000488	4.997559
0.056000	262.655746	0.000977	0.000488	4.997559
0.060000	262.409474	0.000977	0.000488	4.997559
0.064000	261.915664	0.000977	0.000488	4.997559
0.068000	261.421533	0.000977	0.000488	4.997559
0.072000	261.421533	0.000977	0.000244	4.997559
0.076000	261.915664	0.000732	0.000488	4.997559
0.080000	262.409474	0.000977	0.000488	4.997559
0.084000	261.421533	0.001221	0.000488	4.997559
0.088000	261.915664	0.000977	0.000488	4.997559
0.092000	262.409474	0.000977	0.000488	4.997559
0.096000	261.669225	0.000977	0.000488	4.997559
0.100000	261.915664	0.000977	0.000488	4.997559
0.104000	261.421533	0.000977	0.000488	4.997559
0.108000	261.915664	0.000977	0.000488	4.997559
0.112000	261.669225	0.000977	0.000488	4.997559
0.116000	261.915664	0.000977	0.000488	4.997559
0.120000	260.927099	0.000977	0.000488	4.997559
0.124000	261.421533	0.000977	0.000244	4.997559
0.128000	262.163197	0.000977	0.000488	4.997559
0.132000	261.669225	0.000977	0.000732	4.997559
0.136000	261.915664	0.000977	0.000488	4.997559
0.140000	262.409474	0.000977	0.000488	4.997559
0.144000	261.174941	0.000977	0.000488	4.997559
0.148000	261.669225	0.000977	0.000488	4.997559
0.152000	261.915664	0.001221	0.000488	4.997559
0.156000	261.174941	0.000977	0.000244	4.997559
0.160000	262.656841	0.000977	0.000488	4.997559
0.164000	261.669225	0.000977	0.000488	4.997559
0.168000	261.915664	0.000977	0.000488	4.997559
0.172000	261.174941	0.000977	0.000488	4.997559
0.176000	262.163197	0.000977	0.000244	4.997559
0.180000	261.669225	0.000977	0.000488	4.997559
0.184000	261.669225	0.001221	0.000488	4.997559
0.188000	261.669225	0.000977	0.000488	4.997559
0.192000	261.669225	0.000977	0.000244	4.997559
0.196000	262.163197	0.000977	0.000488	4.997559
0.200000	261.421533	0.000977	0.000488	4.997559
0.204000	261.915664	0.000977	0.000244	4.975586
0.208000	260.680361	0.000977	0.000244	4.997559
0.212000	262.163197	0.000977	0.000488	4.997559
0.216000	261.174941	0.000977	0.000488	4.997559
0.220000	262.409474	0.000977	0.000488	4.936523
0.224000	261.669225	0.000732	0.000244	4.997559
0.228000	262.163197	0.000977	0.000244	4.997559
0.232000	261.669225	0.001221	0.000488	4.997559
0.236000	262.409474	0.000977	0.000488	4.904785
0.240000	261.669225	0.000732	0.000488	4.985352
0.244000	261.669225	0.000977	0.000488	4.997559
0.248000	262.163197	0.000977	0.000488	4.997559
0.252000	261.669225	0.000977	0.000488	4.887695
0.256000	261.669225	0.000977	0.000488	4.924316
0.260000	262.656841	0.000732	0.000244	4.997559
0.264000	261.669225	0.000977	0.000488	4.997559
