0.000000	275.375327	0.000977	0.000488	4.997559
0.004000	275.600570	0.000977	0.000488	4.997559
0.008000	273.898803	0.000977	0.000244	4.997559
0.012000	272.447772	0.001221	0.000244	4.997559
0.016000	271.478820	0.000977	0.000488	4.997559
0.020000	271.232175	0.001221	0.000488	4.997559
0.024000	269.533820	0.000977	0.000488	4.997559
0.028000	269.286410	0.000977	0.000244	4.997559
0.032000	269.039436	0.000977	0.000488	4.997559
0.036000	268.062950	0.000977	0.000488	4.997559
0.040000	267.572762	0.000977	0.000488	4.997559
0.044000	267.082193	0.000977	0.000244	4.997559
0.048000	266.101164	0.000732	0.000488	4.997559
0.052000	266.345730	0.000977	0.000488	4.997559
0.056000	266.100102	0.000977	0.000488	4.997559
0.060000	266.099343	0.000977	0.000244	4.997559
0.064000	265.853805	0.000732	0.000488	4.997559
0.068000	265.117023	0.000977	0.000488	4.997559
0.072000	264.379239	0.000977	0.000488	4.997559
0.076000	265.116874	0.000977	0.000244	4.997559
0.080000	264.871139	0.000977	0.000488	4.997559
0.084000	264.379244	0.000977	0.000488	4.997559
0.088000	264.871139	0.000977	0.000488	4.997559
0.092000	264.133251	0.000977	0.000488	4.997559
0.096000	263.887231	0.000977	0.000244	4.997559
0.100000	263.641187	0.000977	0.000488	4.997559
0.104000	263.394497	0.000977	0.000488	4.997559
0.108000	264.133721	0.000977	0.000244	4.997559
0.112000	263.887856	0.000977	0.000244	4.997559
0.116000	263.887856	0.000732	0.000488	4.997559
0.120000	263.887856	0.000977	0.000488	4.997559
0.124000	262.902009	0.000977	0.000244	4.997559
0.128000	263.149042	0.000977	0.000488	4.997559
0.132000	264.134501	0.000977	0.000488	4.997559
0.136000	262.655746	0.001221	0.000488	4.997559
0.140000	263.149042	0.000977	0.000488	4.997559
0.144000	263.149042	0.000977	0.000488	4.997559
0.148000	262.902947	0.000977	0.000488	4.997559
0.152000	263.149042	0.000977	0.000488	4.997559
0.156000	263.641968	0.000977	0.000488	4.997559
0.160000	263.396060	0.000977	0.000244	4.997559
0.164000	263.396060	0.000977	0.000488	4.997559
