322490.286013651,38767.7672784482,58236.0465904266,32862.9935776321,53480.8584965101,26344.6176735117,2.03932225041834,66569.7579509501,21174.37,66569.7579509501,21174.37
309050.269932699,36768.7913386026,48079.9113087038,25023.3643268202,58405.263004481,31796.905718476,2.04597496686434,73633.10321716,24423.5,54046.008839995,16365.13
292951.775446233,35107.6971189264,40945.9260418432,21867.0139354632,62044.0390357625,30417.7552632399,2.04131349410811,85869.9873007303,30086.2,41554.4743900989,11808.35
319729.266308158,23924.5274214431,40398.2894693039,20066.0405576659,37026.3247061206,15519.7533925198,2.3425150384165,43299.7059491742,12208.68,43299.7059491742,12208.68
330089.29675878,24798.9124675022,35771.9485150225,15901.1705806413,44491.2513850359,22024.5429767489,2.33995235817456,52837.4767431847,15765.44,37853.2375506087,10092.68
324139.892295403,24642.9559935224,30664.2209072597,14812.1777032119,50973.4763876239,21621.7760974568,2.33235565663139,64626.436226295,20769.54,29666.7631384537,7338.53
388730.749021111,21685.0051629313,33889.7244432537,17611.9030534209,33823.1735441552,13598.9119313552,2.53088554995936,40656.0935472627,8489.86,40656.0935472627,8489.86
380969.303519171,21148.1154655853,27859.3286171516,12766.6308235739,39411.0464044607,17148.6054668523,2.53404166645419,47125.4096536528,13044.62,33150.9540484703,8088.06
364552.137219618,20309.4291111465,22888.9652307898,12149.0919974777,43858.3677104077,16814.986884688,2.53173432138558,56284.1870449952,16920.3,24752.9989708104,5538.08
564010.283597396,16310.2041074896,31315.6392539579,12978.5042938876,28374.3467481921,9038.28216646367,2.95981860378455,33243.4687766199,7169.18,33243.4687766199,7169.18
534250.299286745,15436.6981061045,24535.2028225636,7973.20580710913,32710.7303061818,12010.3823814001,2.96037334467706,38122.9876984242,8893.96,25713.8749901077,5117.85
513977.205179406,14754.716845203,19606.8956620842,9690.07616958408,37479.6853825693,13024.9888103316,2.96469100330549,46410.998723378,11993.64,18490.8470783307,3289.54
